air_store_id,visit_date,reserve_visitors,hpg_store_id
air_1c0b150f9e696a5f,2016-11-27,9,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-11-28,13,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-11-29,14,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-11-30,4,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-12-01,2,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-12-02,19,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-12-03,4,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-12-04,8,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-12-10,11,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-12-11,6,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-12-12,6,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-12-13,4,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-12-16,17,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-12-17,2,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-12-18,2,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-12-19,9,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-12-20,15,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-12-22,20,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-12-23,6,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-12-25,10,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-12-27,6,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2016-12-28,16,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-01-04,11,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-01-05,4,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-01-06,8,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-01-10,3,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-01-14,2,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-01-15,13,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-01-20,5,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-01-21,4,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-01-22,23,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-01-25,3,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-01-26,14,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-01-27,3,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-01-28,22,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-01-29,2,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-01-30,6,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-01-31,9,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-02-01,4,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-02-03,4,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-02-04,10,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-02-05,21,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-02-09,10,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-02-10,16,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-02-11,11,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-02-12,2,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-02-14,5,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-02-15,20,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-02-16,10,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-02-17,12,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-02-18,4,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-02-19,13,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-02-21,5,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-02-24,19,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-02-25,24,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-02-26,8,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-02-28,1,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-03-01,3,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-03-02,12,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-03-03,6,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-03-04,8,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-03-10,9,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-03-11,6,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-03-12,2,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-03-14,2,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-03-15,9,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-03-17,5,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-03-18,4,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-03-20,2,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-03-21,13,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-03-25,2,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-03-26,12,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-03-28,4,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-03-30,10,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-03-31,2,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-04-04,29,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-04-07,7,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-04-08,19,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-04-10,2,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-04-11,8,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-04-12,25,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-04-13,18,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-04-14,12,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-04-15,9,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-04-16,18,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-04-18,25,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-04-21,7,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-04-27,2,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-04-29,2,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-05-03,3,hpg_68e6c301c14211ee
air_1c0b150f9e696a5f,2017-05-06,2,hpg_68e6c301c14211ee
air_1d1e8860ae04f8e9,2016-11-09,2,hpg_2fcae64da5287bf5
air_1d1e8860ae04f8e9,2016-12-26,4,hpg_2fcae64da5287bf5
air_1dd8f6f47480d1a2,2016-11-12,6,
air_1dd8f6f47480d1a2,2016-11-22,2,
air_1dd8f6f47480d1a2,2016-12-19,4,
air_1dd8f6f47480d1a2,2016-12-22,5,
air_1dd8f6f47480d1a2,2017-01-11,5,
air_1dd8f6f47480d1a2,2017-02-14,3,
air_1dd8f6f47480d1a2,2017-02-18,2,
air_1dd8f6f47480d1a2,2017-04-22,2,
air_1eeff462acb24fb7,2016-10-27,6,
air_1eeff462acb24fb7,2016-10-28,17,
air_1eeff462acb24fb7,2016-10-29,2,
air_1eeff462acb24fb7,2016-10-30,14,
air_1eeff462acb24fb7,2016-11-01,5,
air_1eeff462acb24fb7,2016-11-02,11,
air_1eeff462acb24fb7,2016-11-04,15,
air_1eeff462acb24fb7,2016-11-05,10,
air_1eeff462acb24fb7,2016-11-06,8,
air_1eeff462acb24fb7,2016-11-07,16,
air_1eeff462acb24fb7,2016-11-08,5,
air_1eeff462acb24fb7,2016-11-09,16,
air_1eeff462acb24fb7,2016-11-11,11,
air_1eeff462acb24fb7,2016-11-12,13,
air_1eeff462acb24fb7,2016-11-14,6,
air_1eeff462acb24fb7,2016-11-15,8,
air_1eeff462acb24fb7,2016-11-16,14,
air_1eeff462acb24fb7,2016-11-17,4,
air_1eeff462acb24fb7,2016-11-18,16,
air_1eeff462acb24fb7,2016-11-19,18,
air_1eeff462acb24fb7,2016-11-20,8,
air_1eeff462acb24fb7,2016-11-22,18,
air_1eeff462acb24fb7,2016-11-24,19,
air_1eeff462acb24fb7,2016-11-25,19,
air_1eeff462acb24fb7,2016-11-26,7,
air_1eeff462acb24fb7,2016-11-27,8,
air_1eeff462acb24fb7,2016-11-29,9,
air_1eeff462acb24fb7,2016-11-30,16,
air_1eeff462acb24fb7,2016-12-01,11,
air_1eeff462acb24fb7,2016-12-02,10,
air_1eeff462acb24fb7,2016-12-03,6,
air_1eeff462acb24fb7,2016-12-04,10,
air_1eeff462acb24fb7,2016-12-06,13,
air_1eeff462acb24fb7,2016-12-07,20,
air_1eeff462acb24fb7,2016-12-08,14,
air_1eeff462acb24fb7,2016-12-09,21,
air_1eeff462acb24fb7,2016-12-10,2,
air_1eeff462acb24fb7,2016-12-12,17,
air_1eeff462acb24fb7,2016-12-13,10,
air_1eeff462acb24fb7,2016-12-14,20,
air_1eeff462acb24fb7,2016-12-15,18,
air_1eeff462acb24fb7,2016-12-16,21,
air_1eeff462acb24fb7,2016-12-17,10,
air_1eeff462acb24fb7,2016-12-19,23,
air_1eeff462acb24fb7,2016-12-20,19,
air_1eeff462acb24fb7,2016-12-21,13,
air_1eeff462acb24fb7,2016-12-22,8,
air_1eeff462acb24fb7,2016-12-23,14,
air_1eeff462acb24fb7,2016-12-24,8,
air_1eeff462acb24fb7,2016-12-26,17,
air_1eeff462acb24fb7,2016-12-27,20,
air_1eeff462acb24fb7,2016-12-28,16,
air_1eeff462acb24fb7,2016-12-29,14,
air_1eeff462acb24fb7,2017-01-06,16,
air_1eeff462acb24fb7,2017-01-08,4,
air_1eeff462acb24fb7,2017-01-11,12,
air_1eeff462acb24fb7,2017-01-12,7,
air_1eeff462acb24fb7,2017-01-13,13,
air_1eeff462acb24fb7,2017-01-14,16,
air_1eeff462acb24fb7,2017-01-16,14,
air_1eeff462acb24fb7,2017-01-17,16,
air_1eeff462acb24fb7,2017-01-18,19,
air_1eeff462acb24fb7,2017-01-19,19,
air_1eeff462acb24fb7,2017-01-20,15,
air_1eeff462acb24fb7,2017-01-21,15,
air_1eeff462acb24fb7,2017-01-22,19,
air_1eeff462acb24fb7,2017-01-24,9,
air_1eeff462acb24fb7,2017-01-25,13,
air_1eeff462acb24fb7,2017-01-26,7,
air_1eeff462acb24fb7,2017-01-27,18,
air_1eeff462acb24fb7,2017-01-28,18,
air_1eeff462acb24fb7,2017-01-29,11,
air_1eeff462acb24fb7,2017-01-31,2,
air_1eeff462acb24fb7,2017-02-01,14,
air_1eeff462acb24fb7,2017-02-02,1,
air_1eeff462acb24fb7,2017-02-03,16,
air_1eeff462acb24fb7,2017-02-04,12,
air_1eeff462acb24fb7,2017-02-06,17,
air_1eeff462acb24fb7,2017-02-07,12,
air_1eeff462acb24fb7,2017-02-08,5,
air_1eeff462acb24fb7,2017-02-09,9,
air_1eeff462acb24fb7,2017-02-10,20,
air_1eeff462acb24fb7,2017-02-11,18,
air_1eeff462acb24fb7,2017-02-12,8,
air_1eeff462acb24fb7,2017-02-14,12,
air_1eeff462acb24fb7,2017-02-15,10,
air_1eeff462acb24fb7,2017-02-16,12,
air_1eeff462acb24fb7,2017-02-17,11,
air_1eeff462acb24fb7,2017-02-18,2,
air_1eeff462acb24fb7,2017-02-19,2,
air_1eeff462acb24fb7,2017-02-21,7,
air_1eeff462acb24fb7,2017-02-22,9,
air_1eeff462acb24fb7,2017-02-23,12,
air_1eeff462acb24fb7,2017-02-24,19,
air_1eeff462acb24fb7,2017-02-25,14,
air_1eeff462acb24fb7,2017-02-27,17,
air_1eeff462acb24fb7,2017-02-28,17,
air_1eeff462acb24fb7,2017-03-01,12,
air_1eeff462acb24fb7,2017-03-02,6,
air_1eeff462acb24fb7,2017-03-03,15,
air_1eeff462acb24fb7,2017-03-04,9,
air_1eeff462acb24fb7,2017-03-05,12,
air_1eeff462acb24fb7,2017-03-06,10,
air_1eeff462acb24fb7,2017-03-07,17,
air_1eeff462acb24fb7,2017-03-08,9,
air_1eeff462acb24fb7,2017-03-09,17,
air_1eeff462acb24fb7,2017-03-10,1,
air_1eeff462acb24fb7,2017-03-11,4,
air_1eeff462acb24fb7,2017-03-13,17,
air_1eeff462acb24fb7,2017-03-14,6,
air_1eeff462acb24fb7,2017-03-15,15,
air_1eeff462acb24fb7,2017-03-16,2,
air_1eeff462acb24fb7,2017-03-17,12,
air_1eeff462acb24fb7,2017-03-18,8,
air_1eeff462acb24fb7,2017-03-19,13,
air_1eeff462acb24fb7,2017-03-22,15,
air_1eeff462acb24fb7,2017-03-23,14,
air_1eeff462acb24fb7,2017-03-24,8,
air_1eeff462acb24fb7,2017-03-25,4,
air_1eeff462acb24fb7,2017-03-27,20,
air_1eeff462acb24fb7,2017-03-28,15,
air_1eeff462acb24fb7,2017-03-29,10,
air_1eeff462acb24fb7,2017-03-30,16,
air_1eeff462acb24fb7,2017-03-31,6,
air_1eeff462acb24fb7,2017-04-01,17,
air_1eeff462acb24fb7,2017-04-03,11,
air_1eeff462acb24fb7,2017-04-04,14,
air_1eeff462acb24fb7,2017-04-05,22,
air_1eeff462acb24fb7,2017-04-06,4,
air_1eeff462acb24fb7,2017-04-07,6,
air_1eeff462acb24fb7,2017-04-08,2,
air_1eeff462acb24fb7,2017-04-11,7,
air_1eeff462acb24fb7,2017-04-12,18,
air_1eeff462acb24fb7,2017-04-13,14,
air_1eeff462acb24fb7,2017-04-14,9,
air_1eeff462acb24fb7,2017-04-15,6,
air_1eeff462acb24fb7,2017-04-16,13,
air_1eeff462acb24fb7,2017-04-18,13,
air_1eeff462acb24fb7,2017-04-19,8,
air_1eeff462acb24fb7,2017-04-20,13,
air_1eeff462acb24fb7,2017-04-21,17,
air_1eeff462acb24fb7,2017-04-22,7,
air_1eeff462acb24fb7,2017-04-24,12,
air_1eeff462acb24fb7,2017-04-25,5,
air_1eeff462acb24fb7,2017-04-26,12,
air_1f1390a8be2272b3,2017-03-03,6,hpg_306ff4d17f7a1efd
air_1f34e9beded2231a,2016-10-27,2,
air_1f34e9beded2231a,2016-10-28,1,
air_1f34e9beded2231a,2016-10-29,9,
air_1f34e9beded2231a,2016-11-02,4,
air_1f34e9beded2231a,2016-11-07,2,
air_1f34e9beded2231a,2016-11-12,22,
air_1f34e9beded2231a,2016-11-14,2,
air_1f34e9beded2231a,2016-11-15,3,
air_1f34e9beded2231a,2016-11-16,8,
air_1f34e9beded2231a,2016-11-18,4,
air_1f34e9beded2231a,2016-11-19,15,
air_1f34e9beded2231a,2016-11-21,6,
air_1f34e9beded2231a,2016-11-22,7,
air_1f34e9beded2231a,2016-11-25,4,
air_1f34e9beded2231a,2016-11-29,2,
air_1f34e9beded2231a,2016-11-30,5,
air_1f34e9beded2231a,2016-12-02,8,
air_1f34e9beded2231a,2016-12-03,12,
air_1f34e9beded2231a,2016-12-05,2,
air_1f34e9beded2231a,2016-12-07,6,
air_1f34e9beded2231a,2016-12-08,5,
air_1f34e9beded2231a,2016-12-09,9,
air_1f34e9beded2231a,2016-12-10,8,
air_1f34e9beded2231a,2016-12-15,3,
air_1f34e9beded2231a,2016-12-16,8,
air_1f34e9beded2231a,2016-12-17,14,
air_1f34e9beded2231a,2016-12-19,6,
air_1f34e9beded2231a,2016-12-20,8,
air_1f34e9beded2231a,2016-12-21,9,
air_1f34e9beded2231a,2016-12-22,9,
air_1f34e9beded2231a,2016-12-26,4,
air_1f34e9beded2231a,2016-12-27,8,
air_1f34e9beded2231a,2016-12-28,14,
air_1f34e9beded2231a,2017-01-10,5,
air_1f34e9beded2231a,2017-01-13,14,
air_1f34e9beded2231a,2017-01-14,12,
air_1f34e9beded2231a,2017-01-17,8,
air_1f34e9beded2231a,2017-01-18,3,
air_1f34e9beded2231a,2017-01-19,2,
air_1f34e9beded2231a,2017-01-21,23,
air_1f34e9beded2231a,2017-01-25,7,
air_1f34e9beded2231a,2017-01-26,7,
air_1f34e9beded2231a,2017-01-27,2,
air_1f34e9beded2231a,2017-01-28,15,
air_1f34e9beded2231a,2017-01-30,9,
air_1f34e9beded2231a,2017-02-02,7,
air_1f34e9beded2231a,2017-02-03,7,
air_1f34e9beded2231a,2017-02-04,4,
air_1f34e9beded2231a,2017-02-07,8,
air_1f34e9beded2231a,2017-02-10,11,
air_1f34e9beded2231a,2017-02-13,3,
air_1f34e9beded2231a,2017-02-14,9,
air_1f34e9beded2231a,2017-02-15,4,
air_1f34e9beded2231a,2017-02-20,1,
air_1f34e9beded2231a,2017-02-23,2,
air_1f34e9beded2231a,2017-02-25,9,
air_1f34e9beded2231a,2017-02-28,9,
air_1f34e9beded2231a,2017-03-01,2,
air_1f34e9beded2231a,2017-03-04,3,
air_1f34e9beded2231a,2017-03-07,1,
air_1f34e9beded2231a,2017-03-13,4,
air_1f34e9beded2231a,2017-03-15,2,
air_1f34e9beded2231a,2017-03-16,2,
air_1f34e9beded2231a,2017-03-17,4,
air_1f34e9beded2231a,2017-03-18,17,
air_1f34e9beded2231a,2017-03-23,7,
air_1f34e9beded2231a,2017-03-24,4,
air_1f34e9beded2231a,2017-03-28,6,
air_1f34e9beded2231a,2017-03-29,2,
air_1f34e9beded2231a,2017-03-30,15,
air_1f34e9beded2231a,2017-04-03,2,
air_1f34e9beded2231a,2017-04-04,5,
air_1f34e9beded2231a,2017-04-05,6,
air_1f34e9beded2231a,2017-04-06,5,
air_1f34e9beded2231a,2017-04-07,9,
air_1f34e9beded2231a,2017-04-08,16,
air_1f34e9beded2231a,2017-04-10,4,
air_1f34e9beded2231a,2017-04-12,5,
air_1f34e9beded2231a,2017-04-13,6,
air_1f34e9beded2231a,2017-04-14,11,
air_1f34e9beded2231a,2017-04-18,15,
air_1f34e9beded2231a,2017-04-19,8,
air_1f34e9beded2231a,2017-04-20,4,
air_1f34e9beded2231a,2017-04-21,11,
air_1f34e9beded2231a,2017-04-22,11,
air_1f34e9beded2231a,2017-04-24,3,
air_1f34e9beded2231a,2017-04-25,7,
air_1f34e9beded2231a,2017-04-26,4,
air_1f34e9beded2231a,2017-04-27,2,
air_1f34e9beded2231a,2017-04-28,6,
air_1f34e9beded2231a,2017-05-11,2,
air_1f34e9beded2231a,2017-05-12,2,
air_1f34e9beded2231a,2017-05-15,2,
air_1f34e9beded2231a,2017-05-19,2,
air_20add8092c9bb51d,2016-10-27,5,
air_20add8092c9bb51d,2016-10-28,11,
air_20add8092c9bb51d,2016-10-29,28,
air_20add8092c9bb51d,2016-10-30,4,
air_20add8092c9bb51d,2016-11-02,26,
air_20add8092c9bb51d,2016-11-03,9,
air_20add8092c9bb51d,2016-11-04,23,
air_20add8092c9bb51d,2016-11-05,23,
air_20add8092c9bb51d,2016-11-06,16,
air_20add8092c9bb51d,2016-11-08,2,
air_20add8092c9bb51d,2016-11-11,6,
air_20add8092c9bb51d,2016-11-12,29,
air_20add8092c9bb51d,2016-11-13,5,
air_20add8092c9bb51d,2016-11-14,6,
air_20add8092c9bb51d,2016-11-15,6,
air_20add8092c9bb51d,2016-11-16,21,
air_20add8092c9bb51d,2016-11-18,14,
air_20add8092c9bb51d,2016-11-19,31,
air_20add8092c9bb51d,2016-11-20,18,
air_20add8092c9bb51d,2016-11-22,38,
air_20add8092c9bb51d,2016-11-25,32,
air_20add8092c9bb51d,2016-11-26,42,
air_20add8092c9bb51d,2016-11-27,11,
air_20add8092c9bb51d,2016-11-29,10,
air_20add8092c9bb51d,2016-12-01,13,
air_20add8092c9bb51d,2016-12-02,6,
air_20add8092c9bb51d,2016-12-03,30,
air_20add8092c9bb51d,2016-12-04,51,
air_20add8092c9bb51d,2016-12-05,7,
air_20add8092c9bb51d,2016-12-06,9,
air_20add8092c9bb51d,2016-12-07,10,
air_20add8092c9bb51d,2016-12-08,2,
air_20add8092c9bb51d,2016-12-09,32,
air_20add8092c9bb51d,2016-12-10,63,
air_20add8092c9bb51d,2016-12-11,17,
air_20add8092c9bb51d,2016-12-13,20,
air_20add8092c9bb51d,2016-12-14,16,
air_20add8092c9bb51d,2016-12-15,64,
air_20add8092c9bb51d,2016-12-16,25,
air_20add8092c9bb51d,2016-12-17,61,
air_20add8092c9bb51d,2016-12-18,16,
air_20add8092c9bb51d,2016-12-21,30,
air_20add8092c9bb51d,2016-12-22,73,
air_20add8092c9bb51d,2016-12-23,29,
air_20add8092c9bb51d,2016-12-24,18,
air_20add8092c9bb51d,2016-12-25,11,
air_20add8092c9bb51d,2016-12-26,11,
air_20add8092c9bb51d,2016-12-27,20,
air_20add8092c9bb51d,2016-12-28,55,
air_20add8092c9bb51d,2016-12-29,38,
air_20add8092c9bb51d,2016-12-30,54,
air_20add8092c9bb51d,2017-01-02,28,
air_20add8092c9bb51d,2017-01-03,29,
air_20add8092c9bb51d,2017-01-05,20,
air_20add8092c9bb51d,2017-01-06,4,
air_20add8092c9bb51d,2017-01-07,15,
air_20add8092c9bb51d,2017-01-08,25,
air_20add8092c9bb51d,2017-01-09,4,
air_20add8092c9bb51d,2017-01-10,13,
air_20add8092c9bb51d,2017-01-11,5,
air_20add8092c9bb51d,2017-01-12,7,
air_20add8092c9bb51d,2017-01-13,29,
air_20add8092c9bb51d,2017-01-14,23,
air_20add8092c9bb51d,2017-01-15,20,
air_20add8092c9bb51d,2017-01-16,6,
air_20add8092c9bb51d,2017-01-17,18,
air_20add8092c9bb51d,2017-01-20,33,
air_20add8092c9bb51d,2017-01-21,36,
air_20add8092c9bb51d,2017-01-22,4,
air_20add8092c9bb51d,2017-01-23,2,
air_20add8092c9bb51d,2017-01-24,10,
air_20add8092c9bb51d,2017-01-25,2,
air_20add8092c9bb51d,2017-01-27,12,
air_20add8092c9bb51d,2017-01-28,42,
air_20add8092c9bb51d,2017-01-29,27,
air_20add8092c9bb51d,2017-01-30,17,
air_20add8092c9bb51d,2017-01-31,13,
air_20add8092c9bb51d,2017-02-01,24,
air_20add8092c9bb51d,2017-02-02,6,
air_20add8092c9bb51d,2017-02-03,3,
air_20add8092c9bb51d,2017-02-04,19,
air_20add8092c9bb51d,2017-02-05,2,
air_20add8092c9bb51d,2017-02-07,10,
air_20add8092c9bb51d,2017-02-10,27,
air_20add8092c9bb51d,2017-02-11,16,
air_20add8092c9bb51d,2017-02-13,12,
air_20add8092c9bb51d,2017-02-14,2,
air_20add8092c9bb51d,2017-02-15,20,
air_20add8092c9bb51d,2017-02-16,18,
air_20add8092c9bb51d,2017-02-17,6,
air_20add8092c9bb51d,2017-02-18,13,
air_20add8092c9bb51d,2017-02-19,6,
air_20add8092c9bb51d,2017-02-20,18,
air_20add8092c9bb51d,2017-02-21,4,
air_20add8092c9bb51d,2017-02-22,6,
air_20add8092c9bb51d,2017-02-23,7,
air_20add8092c9bb51d,2017-02-24,36,
air_20add8092c9bb51d,2017-02-25,28,
air_20add8092c9bb51d,2017-02-26,25,
air_20add8092c9bb51d,2017-02-27,8,
air_20add8092c9bb51d,2017-02-28,3,
air_20add8092c9bb51d,2017-03-01,24,
air_20add8092c9bb51d,2017-03-02,6,
air_20add8092c9bb51d,2017-03-03,30,
air_20add8092c9bb51d,2017-03-04,25,
air_20add8092c9bb51d,2017-03-05,8,
air_20add8092c9bb51d,2017-03-07,14,
air_20add8092c9bb51d,2017-03-08,2,
air_20add8092c9bb51d,2017-03-09,22,
air_20add8092c9bb51d,2017-03-10,19,
air_20add8092c9bb51d,2017-03-11,29,
air_20add8092c9bb51d,2017-03-12,35,
air_20add8092c9bb51d,2017-03-13,3,
air_20add8092c9bb51d,2017-03-14,17,
air_20add8092c9bb51d,2017-03-15,16,
air_20add8092c9bb51d,2017-03-16,20,
air_20add8092c9bb51d,2017-03-17,6,
air_20add8092c9bb51d,2017-03-18,60,
air_20add8092c9bb51d,2017-03-19,15,
air_20add8092c9bb51d,2017-03-20,7,
air_20add8092c9bb51d,2017-03-21,30,
air_20add8092c9bb51d,2017-03-22,37,
air_20add8092c9bb51d,2017-03-23,31,
air_20add8092c9bb51d,2017-03-24,49,
air_20add8092c9bb51d,2017-03-25,33,
air_20add8092c9bb51d,2017-03-26,4,
air_20add8092c9bb51d,2017-03-27,29,
air_20add8092c9bb51d,2017-03-28,48,
air_20add8092c9bb51d,2017-03-29,21,
air_20add8092c9bb51d,2017-03-30,16,
air_20add8092c9bb51d,2017-03-31,20,
air_20add8092c9bb51d,2017-04-01,54,
air_20add8092c9bb51d,2017-04-03,7,
air_20add8092c9bb51d,2017-04-04,5,
air_20add8092c9bb51d,2017-04-05,9,
air_20add8092c9bb51d,2017-04-07,43,
air_20add8092c9bb51d,2017-04-08,34,
air_20add8092c9bb51d,2017-04-09,4,
air_20add8092c9bb51d,2017-04-10,20,
air_20add8092c9bb51d,2017-04-11,9,
air_20add8092c9bb51d,2017-04-13,12,
air_20add8092c9bb51d,2017-04-14,28,
air_20add8092c9bb51d,2017-04-15,18,
air_20add8092c9bb51d,2017-04-16,4,
air_20add8092c9bb51d,2017-04-17,20,
air_20add8092c9bb51d,2017-04-18,2,
air_20add8092c9bb51d,2017-04-19,32,
air_20add8092c9bb51d,2017-04-21,17,
air_20add8092c9bb51d,2017-04-22,33,
air_20add8092c9bb51d,2017-04-23,2,
air_20add8092c9bb51d,2017-04-26,1,
air_20add8092c9bb51d,2017-04-27,12,
air_20add8092c9bb51d,2017-04-28,15,
air_20add8092c9bb51d,2017-04-29,23,
air_20add8092c9bb51d,2017-05-01,4,
air_20add8092c9bb51d,2017-05-02,12,
air_20add8092c9bb51d,2017-05-10,3,
air_20add8092c9bb51d,2017-05-11,5,
air_20add8092c9bb51d,2017-05-13,62,
air_20add8092c9bb51d,2017-05-14,3,
air_20add8092c9bb51d,2017-05-16,20,
air_20add8092c9bb51d,2017-05-18,30,
air_20add8092c9bb51d,2017-05-21,24,
air_20add8092c9bb51d,2017-05-26,7,
air_234d3dbf7f3d5a50,2016-03-27,2,
air_234d3dbf7f3d5a50,2016-04-30,2,
air_23e1b11aee2a1407,2016-10-29,5,
air_23e1b11aee2a1407,2016-10-30,4,
air_23e1b11aee2a1407,2016-11-13,2,
air_23e1b11aee2a1407,2016-11-18,3,
air_23e1b11aee2a1407,2016-11-27,2,
air_23e1b11aee2a1407,2016-12-06,2,
air_23e1b11aee2a1407,2016-12-10,21,
air_23e1b11aee2a1407,2016-12-16,6,
air_23e1b11aee2a1407,2016-12-17,7,
air_23e1b11aee2a1407,2016-12-18,1,
air_23e1b11aee2a1407,2016-12-21,4,
air_23e1b11aee2a1407,2016-12-22,4,
air_23e1b11aee2a1407,2016-12-23,2,
air_23e1b11aee2a1407,2016-12-24,4,
air_23e1b11aee2a1407,2016-12-25,4,
air_23e1b11aee2a1407,2016-12-27,4,
air_23e1b11aee2a1407,2017-01-10,4,
air_23e1b11aee2a1407,2017-01-12,2,
air_23e1b11aee2a1407,2017-01-17,6,
air_23e1b11aee2a1407,2017-01-20,4,
air_23e1b11aee2a1407,2017-01-26,4,
air_23e1b11aee2a1407,2017-01-27,4,
air_23e1b11aee2a1407,2017-01-28,3,
air_23e1b11aee2a1407,2017-01-29,3,
air_23e1b11aee2a1407,2017-01-30,3,
air_23e1b11aee2a1407,2017-02-05,2,
