air_store_id,min_visitors,mean_visitors,median_visitors,max_visitors,count_observations,air_genre_name,air_area_name,latitude,longitude
air_a678e5b144ca24ce,5,17.54545455,16,39,66,Other,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_a7404a854919e990,1,6.547619048,6,13,42,Italian/French,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_a8533b7a992bb0ca,1,23.98305085,22,64,59,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_a85f0c0c889f6b7e,4,32.22222222,32.5,61,36,Cafe/Sweets,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_a85f8c0bfd61889f,1,2.5,2,6,8,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Shiobaru,33.5615691,130.4264283
air_a88ac559064dec08,2,28.40740741,21,69,27,Creative cuisine,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_a9133955abccf071,2,20.28888889,20,48,45,Yakiniku/Korean food,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,43.0364075,141.4747892
air_a9178f19da58fe99,1,5.666666667,5,12,33,Japanese food,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_a9a380530c1e121f,,,,,,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_aa0049fe3cc6f4d6,1,5.34375,5,13,64,Bar/Cocktail,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_ab3ae0e410b20069,5,18.3968254,16,54,63,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_ab9746a0f83084b7,2,14.85,15,26,40,Cafe/Sweets,Tōkyō-to Setagaya-ku Okusawa,35.6021252,139.6719581
air_abcdc8115988a010,1,8.526315789,9,15,38,Izakaya,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_abf06fcca748dca5,1,9.058823529,7,39,51,Bar/Cocktail,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_ac7a7427c9ae12a5,,,,,,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_ad13e71e21235131,1,18.02439024,13,84,41,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_ad60f6b76c9df7ed,1,11.5,11.5,22,2,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_ad7777590c884721,3,6.333333333,5,11,3,Izakaya,Tōkyō-to Bunkyō-ku Sendagi,35.7268018,139.7581383
air_add9a575623726c8,20,39.35897436,36,93,39,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Shinmachi,34.6762311,135.4860587
air_ade6e836ffd1da64,2,11.10810811,7,42,37,Dining bar,Fukuoka-ken Kitakyūshū-shi Ōtemachi,33.8808817,130.8734191
air_aed3a8b49abe4a48,1,8.75,9,20,40,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_af03c277a167b2bd,2,15.16666667,13.5,37,36,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_af24e3e817dea1e5,4,11.51282051,11,29,39,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_af63df35857b16e6,4,18.25,19,31,40,Izakaya,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_b0a6a4c5e95c74cf,4,13.04761905,13,27,42,Cafe/Sweets,Fukuoka-ken Kitakyūshū-shi Konyamachi,33.8810679,130.881838
air_b162fb07fbbdea33,1,1,1,1,3,Cafe/Sweets,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_b192fb5310436005,2,7.666666667,7,26,54,Dining bar,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_b1a72bf1ebf4b8ef,13,33.14634146,30,83,41,Cafe/Sweets,Tōkyō-to Bunkyō-ku Kasuga,35.7080677,139.752167
air_b1bb1fae86617d7a,3,30.07272727,26,76,55,Izakaya,Fukuoka-ken Fukuoka-shi Hakata Ekimae,33.5913576,130.4148783
air_b1d822f75c9fc615,3,13.12121212,9.5,55,66,Cafe/Sweets,Tōkyō-to Toshima-ku Higashiikebukuro,35.7262319,139.7232404
air_b2395df0e874078d,2,5.833333333,4,18,30,Japanese food,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_b23d0f519291247d,1,28.76923077,18,189,39,Dining bar,Fukuoka-ken Kitakyūshū-shi Ōtemachi,33.8808817,130.8734191
air_b259b4e4a51a690d,1,1,1,1,1,Cafe/Sweets,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_b28bed4b2e7167b7,1,10.26829268,10,23,41,Other,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_b2a639cc7e02edf1,2,14.60526316,14,51,38,Izakaya,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_b2d97bd2337c5ba7,4,31.35,31.5,64,40,Izakaya,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_b2dcec37b83e2494,1,9.15,9,20,40,Japanese food,Fukuoka-ken Yame-shi Motomachi,33.2119674,130.5579082
air_b30fffd7ab1e75a5,1,1,1,1,4,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_b3180b74332ba886,1,8.133333333,8.5,15,30,Izakaya,Fukuoka-ken Fukuoka-shi Torikai,33.5756863,130.3699764
air_b3a824511477a4ed,1,3.625,2,9,8,Japanese food,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_b439391e72899756,4,19.23076923,16,101,39,Italian/French,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_b45b8e456f53942a,2,9.235294118,8.5,22,34,Western food,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_b4f32bcc399da2b9,2,25.65625,24.5,91,64,Dining bar,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_b5598d12d1b84890,2,5.611111111,5,14,36,Dining bar,Tōkyō-to Setagaya-ku Kitazawa,35.662665,139.6682677
air_b5bdd318005d9aa4,7,22.73170732,22,57,41,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6427447,139.6413873
air_b60cc7d6aee68194,2,13.64615385,10,103,65,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_b711b43ae472cb6b,8,19.76315789,18,37,38,Creative cuisine,Tōkyō-to Nakano-ku Nakano,35.7073985,139.6638354
air_b7fa3d2fca744dd2,1,1,1,1,1,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_b80fed1a07c817d2,1,4.142857143,4,11,21,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_b88192b35ac03c24,1,13.04878049,11,34,41,Bar/Cocktail,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_b8925441167c3152,1,5.111111111,2,47,18,Bar/Cocktail,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_b8a5ee69e5fdcc5b,7,29.225,24,87,40,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_b8d9e1624baaadc2,2,6.333333333,4,27,15,Izakaya,Tōkyō-to Ōta-ku Kamiikedai,35.602201,139.6976891
air_b9e27558fb8bd5c4,1,11.31147541,10,35,61,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_ba495cccc8f0f237,1,9.59375,8,26,64,Bar/Cocktail,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_ba937bf13d40fb24,2,13.75438596,12,34,57,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_bac5f4441db21db9,7,34.1025641,33,67,39,Cafe/Sweets,Tōkyō-to Setagaya-ku Okusawa,35.6021252,139.6719581
air_baf28ac9f13a307d,2,13,13,30,31,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_bb09595bab7d5cfb,9,25.675,25.5,47,40,Izakaya,Niigata-ken Niigata-shi Teraohigashi,37.8742227,138.9719402
air_bb26d6d079594414,1,17.47826087,15,36,46,Dining bar,Tōkyō-to Minato-ku Akasaka,35.6749184,139.736775
air_bb4ff06cd661ee9b,22,32.5,33,40,10,Japanese food,Tōkyō-to Shinagawa-ku Hiromachi,35.6092261,139.7301861
air_bbe1c1a47e09f161,1,2.333333333,1.5,10,12,Dining bar,Tōkyō-to Setagaya-ku Kitazawa,35.662665,139.6682677
air_bc991c51d6613745,1,9.757575758,9,28,33,Izakaya,Fukuoka-ken Kurume-shi Jōnanmachi,33.3192865,130.5083735
air_bc9a129e11a2efe0,5,28.19047619,27,51,42,Izakaya,Ōsaka-fu Ōsaka-shi Shinmachi,34.6762311,135.4860587
air_bcce1ea4350b7b72,2,13.61904762,12,42,42,Izakaya,Fukuoka-ken Fukuoka-shi Hakata Ekimae,33.5913576,130.4148783
air_bd74a9222edfdfe1,1,6.707317073,6,17,41,Bar/Cocktail,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_bdd32aa407c16335,2,15.50746269,14,40,67,Creative cuisine,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_bebd55ed63ab2422,1,6.485714286,6,16,35,Dining bar,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_bed603c423b7d9d4,1,6.756756757,5,41,37,Dining bar,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_bedd35489e666605,3,35.05128205,35,73,39,Western food,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_bf13014b6e3e60ca,5,25.28205128,23,59,39,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_bf21b8350771879b,12,22.671875,21,38,64,Japanese food,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_bf617aa68d5f1cfa,4,7.636363636,8,12,11,Italian/French,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_bf7591560077332d,1,5.25,5,12,32,Izakaya,Tōkyō-to Nerima-ku Toyotamakita,35.7356234,139.6516577
air_bfafaed35e213fd7,1,12.5,11,26,10,Italian/French,Tōkyō-to Meguro-ku Takaban,35.629564,139.6849922
air_bfda7731a6c6fc61,1,11.91891892,11,26,37,Dining bar,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_c027e2b560442808,3,16.17948718,13,41,39,Izakaya,Fukuoka-ken Fukuoka-shi Imaizumi,33.5858162,130.3986935
air_c0385db498b391e5,3,17.64705882,16,54,34,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_c1d5d165c055b866,8,21.375,22,43,56,Izakaya,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.8704029
air_c1ff20617c54fee7,1,6.518518519,6,12,27,Izakaya,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_c225148c0fcc5c72,6,21.05882353,17.5,58,68,Cafe/Sweets,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_c2626f5f86d57342,2,16.68571429,14,42,35,Yakiniku/Korean food,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_c26f027b5bc1f081,1,2.0625,2,4,16,Bar/Cocktail,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_c28983412a7eefcf,18,28.825,28,61,40,Cafe/Sweets,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,34.7202277,135.265455
air_c2c8435bdb3516d4,2,18.47169811,17,60,53,Izakaya,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_c31472d14e29cee8,4,10.86567164,11,20,67,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_c3585b0fba3998d0,1,6.038461538,5,23,26,Izakaya,Hiroshima-ken Fukuyama-shi Higashisakuramachi,34.4858993,133.3623127
air_c3bc011cca3bec65,1,8.45,8.5,20,40,Dining bar,Tōkyō-to Toshima-ku Sugamo,35.7379419,139.7310979
air_c3dcaf3aeb18e20e,3,9.12195122,9,18,41,Bar/Cocktail,Tōkyō-to Toshima-ku Higashiikebukuro,35.7262319,139.7232404
air_c47aa7493b15f297,3,18.11538462,17,68,26,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_c4fa5c562d5409ca,2,13.34210526,12,30,38,Japanese food,Fukuoka-ken Kitakyūshū-shi Ōtemachi,33.8808817,130.8734191
air_c52c63c781fe48f6,11,26.7804878,26,51,41,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,33.5573203,130.195555
air_c5459218282bedd5,6,15.2972973,16,33,37,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_c66dbd2c37832d00,3,13.02857143,13,24,35,Izakaya,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_c6a164dd4060e960,1,8.781818182,7,24,55,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_c6aa2efba0ffc8eb,7,31.375,20,348,40,Dining bar,Tōkyō-to Adachi-ku Chūōhonchō,35.7756644,139.8044788
air_c6ffd6a93e6b68d6,2,11.38709677,10,28,31,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_c73d319ffabf287a,1,13.62903226,13,41,62,Yakiniku/Korean food,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_c759b6abeb552160,1,4.68,2,30,25,Bar/Cocktail,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_c77ee2b7d36da265,18,43.17647059,42.5,84,34,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_c7d30ab0e07f31d5,1,9.708333333,10,21,48,Other,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_c7f78b4f3cba33ff,1,16.67647059,15,46,34,Okonomiyaki/Monja/Teppanyaki,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_c8265ecc116f2284,1,3.178571429,3,10,28,Bar/Cocktail,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_c88467d88b2c8ecd,,,,,,Italian/French,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_c8a657c8c5c93d69,2,7.15,6,22,40,Japanese food,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_c8c0ef02ed72053f,3,17.04761905,14,67,42,Other,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_c8fe396d6c46275d,1,7.527777778,5.5,30,36,Karaoke/Party,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_c92745dfdd2ec68a,3,17,16,39,66,Bar/Cocktail,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_c9ed65554b6edffb,1,15.46969697,14,58,66,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_c9f6de13be8b8f25,1,3.8,2,37,40,Bar/Cocktail,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_ca1315af9e073bd1,22,42.11111111,41,65,27,Cafe/Sweets,Tōkyō-to Toshima-ku Minamiikebukuro,35.7248234,139.7159634
air_ca6ae8d49a2f1eaf,2,21.30952381,20,45,42,Izakaya,Fukuoka-ken Fukuoka-shi Hakata Ekimae,33.5913576,130.4148783
air_ca957d3a1529fbd3,5,30.8,30,49,35,Italian/French,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_cadf9cfb510a1d78,9,31.56,26,81,50,Cafe/Sweets,Tōkyō-to Adachi-ku Chūōhonchō,35.7756644,139.8044788
air_caf996ac27206301,1,2.945945946,2,9,37,Dining bar,Tōkyō-to Nerima-ku Toyotamakita,35.7356234,139.6516577
air_cb25551c4cd8d9f3,1,4.961538462,4.5,19,26,Bar/Cocktail,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_cb7467aed805e7fe,1,31.98507463,28,94,67,Izakaya,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_cb935ff8610ba3d3,1,5.085714286,4,23,35,Other,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_cbe139af83feb388,4,11.01666667,10.5,22,60,Dining bar,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_cbe867adcf44e14f,1,10.5625,8,37,32,Izakaya,Fukuoka-ken Kitakyūshū-shi None,33.8664649,130.7649232
air_cc1a0e985ce63711,8,28,26.5,72,42,Izakaya,Hyōgo-ken Amagasaki-shi Higashinanamatsuchō,34.7337339,135.4063757
air_cc35590cd1da8554,2,10.26470588,10,24,34,Japanese food,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_ccd19a5bc5573ae5,8,21.15,17,70,40,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_cd4b301d5d3918d8,3,6.617647059,6,19,34,Cafe/Sweets,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_cd5f54969be9ed08,1,3,1,8,7,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_ced6297e5bdf5130,2,25.31914894,26,37,47,Izakaya,Tōkyō-to Setagaya-ku Sangenjaya,35.6429619,139.6700376
air_cf2229e64408d9fe,2,12.2,10,26,25,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_cf5ab75a0afb8af9,23,41.57142857,38,68,7,Yakiniku/Korean food,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.8704029
air_cfcc94797d2b5d3d,2,11.54054054,10,40,37,Izakaya,Niigata-ken Niigata-shi Teraohigashi,37.8742227,138.9719402
air_cfdeb326418194ff,1,3.785714286,3,12,56,Bar/Cocktail,Tōkyō-to Toshima-ku Minamiikebukuro,35.7261178,139.7166049
air_d00161e19f08290b,2,16.56923077,16,47,65,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_d00a15343325e5f7,9,22.28571429,25,29,7,Italian/French,Ōsaka-fu Suita-shi Izumichō,34.7594526,135.51686
air_d07e57b21109304a,3,8.609756098,9,19,41,Western food,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_d0a1e69685259c92,1,8.916666667,6,42,60,Creative cuisine,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_d0e8a085d8dc83aa,1,7.815384615,7,27,65,Cafe/Sweets,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,34.7202277,135.265455
air_d138b593ebda55cc,1,3.339285714,3,13,56,Bar/Cocktail,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_d1418d6fd6d634f2,1,10.25641026,9,29,39,Izakaya,Hyōgo-ken Kōbe-shi Motomachidōri,34.6882414,135.1872537
air_d186b2cb0b9ce022,1,12.25714286,11,29,35,Italian/French,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_d1f20424f76cc78e,4,15.375,12.5,35,8,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_d34c0861a2be94cb,16,39.68181818,38,66,66,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Momochi,33.5819411,130.3484363
air_d3e7b5952cd09ccb,6,16.31428571,15,28,35,Italian/French,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_d44d210d2994f01b,1,2.3125,2,9,32,Bar/Cocktail,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_d473620754bf9fc2,1,7.925,8,13,40,Bar/Cocktail,Tōkyō-to Nakano-ku Nakano,35.7073985,139.6638354
air_d477b6339b8ce69f,1,6.454545455,6,16,22,Bar/Cocktail,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_d4981cdde163b172,1,17.825,17.5,32,40,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_d4b5a4b04c5f2d04,1,11.66666667,1,115,12,Cafe/Sweets,Ōsaka-fu Sakai-shi Minamikawaramachi,34.5732536,135.4831008
air_d4d218b451f82c3d,1,9.944444444,10,19,36,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_d500b48a8735fbd3,6,19,19,33,35,Izakaya,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_d54d6fcb116fbed3,,,,,,Italian/French,Hyōgo-ken Nishinomiya-shi Rokutanjichō,34.7375965,135.3415643
air_d5e0a20370c325c7,6,18.14285714,18,31,56,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_d69b08a175bc0387,1,8.137931034,8,19,29,Izakaya,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_d6b3e67261f07646,1,12.73684211,10.5,32,38,Italian/French,Tōkyō-to Minato-ku Akasaka,35.6749184,139.736775
air_d8abb9e490abf94f,4,10.425,11,17,40,Cafe/Sweets,Tōkyō-to Musashino-shi Kichijōji Honchō,35.704686,139.5754071
air_d97dabf7aae60da5,4,26.28787879,21.5,85,66,Cafe/Sweets,Tōkyō-to Shibuya-ku Jingūmae,35.6692904,139.7070557
air_d98380a4aeb0290b,1,45,44,75,30,Cafe/Sweets,Ōsaka-fu Sakai-shi Minamikawaramachi,34.5732536,135.4831008
air_daa7947e1c47f5ed,1,24.24390244,23,63,41,Western food,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_dabfbd0ec951925a,4,12.625,8,50,8,Bar/Cocktail,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_dad0b6a36138f309,1,3,1.5,9,6,Japanese food,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_db1233ad855b34d5,2,24.975,18,67,40,Izakaya,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_db4b38ebe7a7ceff,3,16.3030303,15,41,66,Dining bar,Ōsaka-fu Ōsaka-shi Shinmachi,34.6762311,135.4860587
air_db80363d35f10926,1,16.6984127,14,78,63,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_dbf64f1ce38c7442,1,20.2,19,58,40,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_dc0e080ba0a5e5af,1,4.975,4.5,10,40,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_dc71c6cc06cd1aa2,1,6.575,6,34,40,Yakiniku/Korean food,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_de692863bb2dd758,2,16.9047619,17,38,63,Izakaya,Fukuoka-ken Fukuoka-shi Hakata Ekimae,33.5913576,130.4148783
air_de803f7e324936b8,2,12.73170732,13,33,41,Japanese food,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_de88770300008624,1,13.62121212,11.5,54,66,Izakaya,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,37.9163674,139.0363265
air_dea0655f96947922,13,28.08955224,26,53,67,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_df507aec929ce5f6,1,18.97435897,17,57,39,Dining bar,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_df554c4527a1cfe6,8,28.95454545,27.5,82,22,Izakaya,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_df5cf5cd03eb68d0,1,5.194444444,5,15,36,Bar/Cocktail,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_df843e6b22e8d540,1,6.513513514,4,18,37,Bar/Cocktail,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_df9355c47c5df9d3,11,25.45714286,24,55,35,Italian/French,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_dfad598ff642dab7,1,19.2745098,18,59,51,Yakiniku/Korean food,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,44.0206319,144.2733983
air_dfe068a1bf85f395,2,2.75,3,3,4,Italian/French,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_e00fe7853c0100d6,9,18.85714286,17,36,21,Izakaya,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,34.7569503,134.8411775
air_e0118664da63a2d0,3,9.603448276,7.5,28,58,Izakaya,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_e01d99390355408d,1,7.982758621,7,29,58,Dining bar,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_e053c561f32acc28,2,20.97619048,20,55,42,Izakaya,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_e08b9cf82057a170,8,27.15,25.5,68,40,Cafe/Sweets,Tōkyō-to Toshima-ku Minamiikebukuro,35.7248234,139.7159634
air_e0aee25b56a069f2,5,13.95121951,13,24,41,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_e0e69668214ff972,11,11,11,11,1,Other,Fukuoka-ken Fukuoka-shi Hakata Ekimae,33.5913576,130.4148783
air_e0f241bd406810c0,2,23.27586207,24,40,58,Japanese food,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_e1b76fcb5208fb6b,5,9.926829268,9,18,41,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_e2208a79e2678432,21,40.53658537,41,75,41,Other,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_e270aff84ac7e4c8,3,17.40909091,16,43,66,Okonomiyaki/Monja/Teppanyaki,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_e3020992d5fe5dfd,2,9.6875,9,22,32,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_e34c631c766f2766,4,24.275,23.5,53,40,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_e42bdc3377d1eee7,14,22.38888889,22.5,34,18,Izakaya,Tōkyō-to Kōtō-ku Tōyō,35.6728535,139.8174097
air_e483f5b3c4f310e0,1,5.220338983,5,12,59,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Momochi,33.5819411,130.3484363
air_e524c6a9e06cc3a1,1,6.214285714,5.5,18,28,Bar/Cocktail,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_e55abd740f93ecc4,1,31.27777778,37,65,18,Izakaya,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,34.7569503,134.8411775
air_e57dd6884595f60d,18,34.98461538,34,60,65,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_e58f669b6f1a08ce,,,,,,Cafe/Sweets,Tōkyō-to Bunkyō-ku Kasuga,35.7080677,139.752167
air_e5cf003abcc5febb,1,9.915254237,8,44,59,Izakaya,Niigata-ken Nagaoka-shi Ōtedōri,37.4462652,138.8512772
air_e64de0a6bf0739af,1,38.03030303,41,62,33,Italian/French,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
